algorithm,method,n_criteria,rep,ms,feasible,score_excess
direct,RTOPSIS,1,145,15.757599991047755,True,4.999999998478444e-07
direct,RTOPSIS,1,146,17.3720000020694,True,4.999999998478444e-07
direct,RTOPSIS,1,147,17.785399992135353,True,4.999999998478444e-07
direct,RTOPSIS,1,148,17.839899999671616,True,4.999999998478444e-07
direct,RTOPSIS,1,149,17.13009999366477,True,4.999999998478444e-07
direct,RTOPSIS,1,150,14.591300001484342,True,4.999999998478444e-07
direct,RTOPSIS,1,151,16.17090000945609,True,4.999999998478444e-07
direct,RTOPSIS,1,152,16.041900002164766,True,4.999999998478444e-07
direct,RTOPSIS,1,153,13.90779999201186,True,4.999999998478444e-07
direct,RTOPSIS,1,154,12.745700005325489,True,4.999999998478444e-07
direct,RTOPSIS,1,155,13.544400004320778,True,4.999999998478444e-07
direct,RTOPSIS,1,156,16.24529999389779,True,4.999999998478444e-07
direct,RTOPSIS,1,157,17.890799994347617,True,4.999999998478444e-07
direct,RTOPSIS,1,158,17.129100000602193,True,4.999999998478444e-07
direct,RTOPSIS,1,159,16.573700006119907,True,4.999999998478444e-07
direct,RTOPSIS,1,160,15.72660000238102,True,4.999999998478444e-07
direct,RTOPSIS,1,161,13.963999997940846,True,4.999999998478444e-07
direct,RTOPSIS,1,162,13.240300002507865,True,4.999999998478444e-07
direct,RTOPSIS,1,163,16.05839999683667,True,4.999999998478444e-07
direct,RTOPSIS,1,164,24.53889999014791,True,4.999999998478444e-07
direct,RTOPSIS,1,165,21.81239999481477,True,4.999999998478444e-07
direct,RTOPSIS,1,166,19.09729999897536,True,4.999999998478444e-07
direct,RTOPSIS,1,167,15.031799994176254,True,4.999999998478444e-07
direct,RTOPSIS,1,168,15.85989999875892,True,4.999999998478444e-07
direct,RTOPSIS,1,169,17.498999994131736,True,4.999999998478444e-07
direct,RTOPSIS,1,170,16.375899998820387,True,4.999999998478444e-07
direct,RTOPSIS,1,171,14.909900011844002,True,4.999999998478444e-07
direct,RTOPSIS,1,172,11.950999993132427,True,4.999999998478444e-07
direct,RTOPSIS,1,173,11.043500009691343,True,4.999999998478444e-07
direct,RTOPSIS,1,174,9.415099993930198,True,4.999999998478444e-07
direct,RTOPSIS,1,175,9.73550000344403,True,4.999999998478444e-07
direct,RTOPSIS,1,176,16.04050000605639,True,4.999999998478444e-07
direct,RTOPSIS,1,177,18.07709998684004,True,4.999999998478444e-07
direct,RTOPSIS,1,178,16.623200004687533,True,4.999999998478444e-07
direct,RTOPSIS,1,179,14.512300011119805,True,4.999999998478444e-07
direct,RTOPSIS,1,180,13.271099989651702,True,4.999999998478444e-07
direct,RTOPSIS,1,181,13.165500000468455,True,4.999999998478444e-07
direct,RTOPSIS,1,182,19.69200000166893,True,4.999999998478444e-07
direct,RTOPSIS,1,183,20.872099994448945,True,4.999999998478444e-07
direct,RTOPSIS,1,184,22.726700000930578,True,4.999999998478444e-07
direct,RTOPSIS,1,185,17.048200010322034,True,4.999999998478444e-07
direct,RTOPSIS,1,186,14.766899999813177,True,4.999999998478444e-07
direct,RTOPSIS,1,187,16.53999999689404,True,4.999999998478444e-07
direct,RTOPSIS,1,188,17.264499998418614,True,4.999999998478444e-07
direct,RTOPSIS,1,189,16.33610000135377,True,4.999999998478444e-07
direct,RTOPSIS,1,190,15.285200002836064,True,4.999999998478444e-07
direct,RTOPSIS,1,191,16.530300010344945,True,4.999999998478444e-07
direct,RTOPSIS,1,192,17.488600002252497,True,4.999999998478444e-07
direct,RTOPSIS,1,193,17.757900001015514,True,4.999999998478444e-07
direct,RTOPSIS,1,194,20.542800004477613,True,4.999999998478444e-07
direct,RTOPSIS,1,195,22.156699997140095,True,4.999999998478444e-07
direct,RTOPSIS,1,196,18.51130000432022,True,4.999999998478444e-07
direct,RTOPSIS,1,197,17.19129999401048,True,4.999999998478444e-07
direct,RTOPSIS,1,198,17.35969999572262,True,4.999999998478444e-07
direct,RTOPSIS,1,199,18.60960001067724,True,4.999999998478444e-07
lexicographic,RTOPSIS,2,0,19.14329999999609,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,1,24.321699995198287,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,2,21.260900000925176,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,3,20.237899996573105,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,4,20.45959999668412,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,5,20.510200003627688,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,6,27.396899997256696,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,7,32.94319999986328,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,8,25.253400002839044,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,9,22.76269999856595,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,10,22.801299986895174,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,11,21.868799987714738,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,12,23.531099999672733,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,13,23.390799993649125,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,14,24.694599997019395,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,15,22.150500008137897,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,16,18.079300003591925,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,17,15.946300001814961,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,18,19.335499993758276,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,19,21.665699998266064,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,20,22.982199996476993,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,21,21.083800005726516,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,22,19.28780000889674,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,23,19.32160000433214,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,24,20.16669999284204,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,25,17.89799999096431,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,26,18.38320000388194,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,27,19.089299996267073,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,28,24.418100001639687,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,29,28.442599999834783,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,30,28.088200007914566,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,31,23.842499998863786,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,32,20.93369999784045,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,33,20.006499995361082,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,34,19.790799997281283,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,35,18.858900002669543,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,36,21.578100000624545,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,37,20.784499996807426,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,38,18.287600003532134,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,39,18.901200004620478,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,40,16.33820000279229,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,41,20.143899993854575,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,42,23.01679999800399,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,43,24.6768999932101,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,44,19.641199993202463,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,45,17.631599999731407,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,46,20.050899998750538,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,47,20.62840000144206,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,48,21.947700006421655,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,49,21.660700003849342,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,50,20.05710000230465,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,51,22.250299996812828,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,52,19.734300003619865,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,53,17.72530000016559,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,54,18.381400004727766,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,55,22.198499995283782,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,56,24.48220000951551,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,57,22.678699999232776,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,58,19.51549999648705,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,59,19.75269999820739,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,60,19.900700004654936,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,61,18.515399991883896,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,62,16.43750000221189,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,63,16.43260000855662,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,64,18.836800009012222,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,65,23.33280000311788,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,66,23.537900007795542,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,67,25.072099990211427,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,68,18.848899999284185,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,69,18.706999995629303,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,70,20.36219999718014,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,71,20.46029998746235,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,72,19.55140000791289,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,73,18.72880000155419,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,74,20.23330000520218,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,75,21.328200004063547,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,76,17.820000008214265,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,77,18.142899993108585,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,78,16.97029999922961,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,79,21.976999996695668,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,80,26.235099998302758,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,81,24.89899999636691,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,82,21.5743000007933,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,83,23.21529999608174,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,84,22.361600000294857,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,85,18.11930000258144,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,86,17.808599994168617,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,87,17.056299999239855,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,88,19.137099996441975,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,89,21.221099988906644,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,90,18.15629999327939,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,91,16.107799994642846,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,92,17.533499994897284,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,93,22.3993999970844,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,94,27.083199995104223,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,95,31.6949999978533,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,96,24.051199987297878,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,97,22.437799998442642,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,98,20.895599998766556,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,99,21.20920000015758,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,100,19.568000003346242,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,101,20.052099993336014,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,102,23.975000003702007,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,103,20.506400003796443,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,104,19.18899999873247,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,105,17.290899995714426,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,106,21.15159999812022,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,107,24.27249999891501,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,108,26.05040000344161,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,109,19.784999996772967,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,110,19.538299995474517,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,111,21.629499999107793,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,112,21.49120000831317,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,113,20.97680000588298,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,114,17.199499998241663,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,115,19.425199992838316,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,116,22.75799999188166,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,117,18.199100013589486,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,118,17.995999995036982,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,119,17.07249999162741,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,120,20.668699988164008,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,121,22.258099997998215,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,122,21.599900006549433,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,123,21.541499998420477,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,124,19.002700006240048,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,125,21.595300000626594,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,126,22.88389999011997,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,127,19.02180000615772,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,128,16.574699999182485,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,129,18.46359999035485,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,130,24.238800004241057,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,131,22.363900003256276,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,132,19.61860001028981,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,133,19.365700005437247,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,134,20.322500000474975,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,135,21.481399991898797,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,136,17.40609999978915,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,137,16.403299989178777,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,138,17.402199999196455,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,139,19.337199992151,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,140,25.169100001221523,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,141,24.789599992800504,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,142,19.814700004644692,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,143,19.468099999357946,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,144,22.275499999523163,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,145,20.791799994185567,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,146,19.83809999364894,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,147,17.316900004516356,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,148,17.36519999394659,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,149,19.46930000849534,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,150,17.357999997329898,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,151,18.89099999971222,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,152,20.18560000578873,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,153,21.89869999710936,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,154,26.11990000877995,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,155,21.36620000237599,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,156,25.376000005053356,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,157,25.566099997377023,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,158,22.811899994849227,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,159,21.509600002900697,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,160,20.398399996338412,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,161,18.09869999124203,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,162,21.365900000091642,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,163,22.047400008887053,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,164,19.634700001915917,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,165,18.27269999193959,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,166,17.276700004003942,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,167,21.159199997782707,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,168,26.173499994911253,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,169,26.290900001185946,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,170,19.567800001823343,True,6.92687206149678e-07
lexicographic,RTOPSIS,2,171,19.448599996394478,True,6.92687206149678e-07
