target_rank,feasible,Prestiz,Absolwenci,PotencjalNaukowy,Innowacyjnosc,EfektywnoscNaukowa,WarunkiKsztalcenia,Umiedzynarodowienie
4,True,0.0,0.0,0.0,0.0,1.5709609920501189,0.0,4.523785634363319
4,True,0.0,0.0,0.0,0.0,2.28708138786754,0.0,2.1537269850375296
4,True,0.0,0.0,0.0,0.0,0.8735532467612606,0.0,6.946398337916982
4,True,0.0,0.0,0.0,0.0,2.62514539624511,0.0,1.0644040235302632
4,True,0.0,0.0,0.0,0.0,0.9773078356394738,0.0,6.579628663946058
4,True,0.0,0.0,0.0,0.0,1.8998168341967103,0.0,3.421642439737682
4,True,0.0,0.0,0.0,0.0,0.838389131785855,0.0,7.0692543138641035
4,True,0.0,0.0,0.0,0.0,2.8019479202939346,0.0,0.5056451138635953
4,True,0.0,0.0,0.0,0.0,2.7647588509929877,0.0,0.6397209545265681
4,True,0.0,0.0,0.0,0.0,2.856813050950502,0.0,0.3523849441047444
4,True,0.0,0.0,0.0,0.0,2.1576398681771303,0.0,2.5830820829643497
4,True,0.0,0.0,0.0,0.0,1.4008749879165894,0.0,5.104350070517116
4,True,0.0,0.0,0.0,0.0,1.398775476115488,0.0,5.114610801707508
4,True,0.0,0.0,0.0,0.0,2.15532738723343,0.0,2.5837180919543346
4,True,0.0,0.0,0.0,0.0,1.2401619333803682,0.0,5.663092405450398
4,True,0.0,0.0,0.0,0.0,0.42016294559769074,0.0,8.584256824078661
4,True,0.0,0.0,0.0,0.0,1.7450179148314926,0.0,3.9450276003097917
4,True,0.0,0.0,0.0,0.0,0.7412974845904641,0.0,7.420025020259424
4,True,0.0,0.0,0.0,0.0,2.6397163449237704,0.0,1.0346687264866983
4,True,0.0,0.0,0.0,0.0,2.6491408799392824,0.0,0.9916399093616635
4,True,0.0,0.0,0.0,0.0,2.888664451688694,0.0,0.24828585449903073
4,True,0.0,0.0,0.0,0.0,0.9129890536139884,0.0,6.809438173923499
4,True,0.0,0.0,0.0,0.0,0.47687104244018563,0.0,8.373594697301845
4,True,0.0,0.0,0.0,0.0,1.0227330960318026,0.0,6.420464648493541
4,True,0.0,0.0,0.0,0.0,1.552588109088049,0.0,4.590210405234574
4,True,0.0,0.0,0.0,0.0,1.342729708700019,0.0,5.304322888536062
4,True,0.0,0.0,0.0,0.0,1.9203754194755618,0.0,3.3565084269576495
4,True,0.0,0.0,0.0,0.0,0.4214381100807296,0.0,8.581932142206261
4,True,0.0,0.0,0.0,0.0,0.175193858608913,0.0,9.489600896188744
4,True,0.0,0.0,0.0,0.0,1.6450123490685198,0.0,4.273375154342385
4,True,0.0,0.0,0.0,0.0,0.06825999175824604,0.0,9.891260875681551
4,True,0.0,0.0,0.0,0.0,2.7379764997910283,0.0,0.7123313550470245
4,True,0.0,0.0,0.0,0.0,2.1641425645502754,0.0,2.5546558243919493
4,True,0.0,0.0,0.0,0.0,0.8943489636465074,0.0,6.872665678730582
4,True,0.0,0.0,0.0,0.0,0.48925007977307367,0.0,8.328355477943871
4,True,0.0,0.0,0.0,0.0,0.34182226433341345,0.0,8.87680275804319
4,True,0.0,0.0,0.0,0.0,1.0741202619671153,0.0,6.241257687944413
