year,next_year,pair,main,university,initial_rank,k,alpha,epsilon,target_rank,target_university,feasible,planned_norm,achieved_rank,realized_next_rank,survived,resolved_norm,effort_ratio,competitors_moved,Prestiz,Absolwenci,PotencjalNaukowy,Innowacyjnosc,EfektywnoscNaukowa,WarunkiKsztalcenia,Umiedzynarodowienie
2022,2023,2022→2023,False,Politechnika Wroclawska,4,3,0.5,0.01992396102791638,1,Politechnika Warszawska,True,0.37169751946396934,1,6,True,0.3292307605216864,0.8857491462317939,False,18.635876900180847,8.557199928303316,9.54723855319065,17.04248782660467,12.340327814090635,16.518433556276385,12.422978237169824
2022,2023,2022→2023,False,Politechnika Lodzka,5,1,0.0,1e-06,4,Politechnika Wroclawska,True,0.024437411996823463,4,5,True,0.008745345522244945,0.3578670901559348,False,1.2785525574907393,0.7796815234399901,0.7300419293803428,0.9741256276347199,0.8234139083007297,1.0347572824536244,0.706155843793066
2022,2023,2022→2023,False,Politechnika Lodzka,5,1,0.25,0.012230677295829773,4,Politechnika Wroclawska,True,0.0628256414711716,3,5,True,0.008745345522244945,0.1392002583253824,False,3.436114174384597,1.9148029479154838,1.861365850324892,2.4749934418043518,2.1434940483111786,2.538264395627998,1.8356560328397387
2022,2023,2022→2023,False,Politechnika Lodzka,5,1,0.5,0.024461354591659545,4,Politechnika Wroclawska,True,0.10258365030169206,3,5,True,0.008745345522244945,0.08525087084077662,False,5.721413083281016,2.962010953439065,2.949683044086082,4.33856018188144,3.4466234622745784,4.077879550200725,2.773792909599304
2022,2023,2022→2023,False,Politechnika Lodzka,5,2,0.0,1e-06,3,Politechnika Gdanska,True,0.18086551408430698,2,5,True,0.11479813925902353,0.6347154671261023,False,10.511902927813344,4.810460579657249,4.943636484992742,7.530780635141859,6.036458300414893,7.274115353399768,4.79363390759101
2022,2023,2022→2023,False,Politechnika Lodzka,5,2,0.25,0.0037755731720638674,3,Politechnika Gdanska,True,0.19375375364262948,2,5,True,0.11479813925902353,0.5924950464225007,False,11.337230228582506,5.162861258027229,5.288370740734982,8.114375648823163,6.391507430589016,7.750456303734865,5.0484004860460345
2022,2023,2022→2023,False,Politechnika Lodzka,5,2,0.5,0.007551146344127735,3,Politechnika Gdanska,True,0.2063815790878164,2,5,True,0.11479813925902353,0.556242179008507,False,12.180017265033516,5.429717544716395,5.561789866569777,8.705582111854321,6.776848472190555,8.23344322784899,5.259560784754802
2022,2023,2022→2023,False,Politechnika Lodzka,5,3,0.0,1e-06,2,AGH,True,0.23081898564569298,2,5,True,0.2151017744420477,0.9319067659894703,False,13.729032285062704,5.905539199706455,6.174422671061164,9.729352096969773,7.553996538367958,9.238689684202594,5.849126626353018
2022,2023,2022→2023,False,Politechnika Lodzka,5,3,0.25,0.00996198051395819,2,AGH,True,0.26383858097718554,1,5,True,0.2151017744420477,0.8152779386751168,False,15.879120490723581,6.671132812503688,6.886812171815359,11.116735934818228,8.548954651181727,10.630291246702338,6.508438384708503
2022,2023,2022→2023,False,Politechnika Lodzka,5,3,0.5,0.01992396102791638,2,AGH,True,0.2969403800151492,1,5,True,0.2151017744420477,0.7243938141086561,False,18.093369559582744,7.3355407723349035,7.589216687014588,12.60432864319599,9.535009293442076,11.906725678434338,7.169650153077434
2022,2023,2022→2023,False,Politechnika Slaska,6,1,0.0,1e-06,5,Politechnika Lodzka,True,0.09546745407969029,4,7,True,0.11323677306175743,1.1861295993840415,False,4.73039021803846,3.0768500049036973,2.9193523248619013,3.347056083150357,3.5630617815628596,3.6900906961239155,3.6413142258947317
2022,2023,2022→2023,False,Politechnika Slaska,6,1,0.25,0.0019207209812317771,5,Politechnika Lodzka,True,0.10078302807549623,4,7,True,0.11323677306175743,1.1235698631413629,False,4.949992782332291,3.33068231671535,3.0021970058799696,3.6401894854826478,3.7943687749411814,3.8306944734477044,3.8263158964147226
2022,2023,2022→2023,False,Politechnika Slaska,6,1,0.5,0.0038414419624635543,5,Politechnika Lodzka,True,0.10684184309141104,4,7,True,0.11323677306175743,1.0598541712246115,False,5.228976569574417,3.5176676324849776,3.2216663092561326,3.7203064915926176,3.9515727832023617,4.236532660234015,4.080767350897241
2022,2023,2022→2023,False,Politechnika Slaska,6,2,0.0,1e-06,4,Politechnika Wroclawska,True,0.11792299379334581,4,7,True,0.12073488195331761,1.0238451218843672,False,5.875868598226752,3.7955118859367643,3.4883807508682363,4.206402713266256,4.365045295291415,4.593408569725998,4.484521783240725
2022,2023,2022→2023,False,Politechnika Slaska,6,2,0.25,0.012230677295829773,4,Politechnika Wroclawska,True,0.15307917007402325,3,7,True,0.12073488195331761,0.7887087570107338,False,7.878301515477099,4.837324218754824,4.400094009178379,5.404876804102554,5.646204917924247,5.894837299486633,5.801958757148529
2022,2023,2022→2023,False,Politechnika Slaska,6,2,0.5,0.024461354591659545,4,Politechnika Wroclawska,True,0.1881348927144316,3,7,True,0.12073488195331761,0.641746356623915,False,9.650606781132776,5.831364566002573,5.263605281578343,6.679199565389338,6.952343812286744,7.411746404020514,7.156957313322554
2022,2023,2022→2023,False,Politechnika Slaska,6,3,0.0,1e-06,3,Politechnika Gdanska,True,0.25867388747247644,2,7,True,0.21869133579266486,0.8454325944126625,False,13.942137159751622,7.755884128469381,6.877982122741977,8.920501804090541,9.478137121015283,10.100396974967795,9.790290115794132
2022,2023,2022→2023,False,Politechnika Slaska,6,3,0.25,0.0037755731720638674,3,Politechnika Gdanska,True,0.26944327507387517,2,7,True,0.21869133579266486,0.8116414697405409,False,14.508127812474946,8.096601562499384,7.1268969418204815,9.286712741593739,9.871445090535802,10.527486014793219,10.229710250493085
2022,2023,2022→2023,False,Politechnika Slaska,6,3,0.5,0.007551146344127735,3,Politechnika Gdanska,True,0.28044018525568426,2,7,True,0.21869133579266486,0.779814546168833,False,15.218396302235249,8.352949218754802,7.342203239214551,9.652923679080716,10.263663103672183,10.969448017736106,10.598923262287308
2022,2023,2022→2023,False,Politechnika Poznanska,7,1,0.0,1e-06,6,Politechnika Slaska,True,0.062924677314851,5,4,True,0.0,0.0,False,2.96613938690852,1.9401899622289887,2.1341232808185895,2.379966467877337,2.22526860581459,2.518653129409665,2.3491857481722334
2022,2023,2022→2023,False,Politechnika Poznanska,7,1,0.25,0.008379890417788388,6,Politechnika Slaska,True,0.08862259675465455,4,4,True,0.0,0.0,False,4.226100908575889,2.73123200922446,2.8980779490639708,3.4419926433504724,3.0854335835336033,3.5750088654036007,3.2670064946158095
2022,2023,2022→2023,False,Politechnika Poznanska,7,1,0.5,0.016759780835576776,6,Politechnika Slaska,True,0.11349617332586116,4,4,True,0.0,0.0,False,5.459179687500201,3.358034336017357,3.712713154453706,4.381534445344027,3.9591574623093706,4.5766095524666985,4.258216793890801
2022,2023,2022→2023,False,Politechnika Poznanska,7,2,0.0,1e-06,5,Politechnika Lodzka,True,0.16456735321748872,4,4,True,0.0,0.0,False,8.148685291033472,4.646504294567055,5.216153348181929,6.485293208070708,5.6958000014210475,6.6874284680904506,6.033402224280215
2022,2023,2022→2023,False,Politechnika Poznanska,7,2,0.25,0.0019207209812317771,5,Politechnika Lodzka,True,0.17115819678191374,4,4,True,0.0,0.0,False,8.506233633440793,4.77154122070057,5.420311128295252,6.828935437345873,5.858551342698359,6.964667865719348,6.24374188760738
2022,2023,2022→2023,False,Politechnika Poznanska,7,2,0.5,0.0038414419624635543,5,Politechnika Lodzka,True,0.17606506582640172,4,4,True,0.0,0.0,False,8.776818009785488,4.893964374929349,5.598269102173104,6.855040747009278,6.091759267536656,7.229790387013185,6.426044799665553
2022,2023,2022→2023,False,Politechnika Poznanska,7,3,0.0,1e-06,4,Politechnika Wroclawska,True,0.18803942870062754,4,4,True,0.0,0.0,False,9.407086919788101,5.1773994529561,5.906003789808123,7.470742197158797,6.482921737052683,7.642224505450379,6.867661804906522
2022,2023,2022→2023,False,Politechnika Poznanska,7,3,0.25,0.012230677295829773,4,Politechnika Wroclawska,True,0.2259201315762023,3,4,True,0.0,0.0,False,11.466600799664981,5.959006886263019,7.038800887415286,8.936200426315189,7.693389359006608,9.364326705031555,8.193113637981641
2022,2023,2022→2023,False,Politechnika Poznanska,7,3,0.5,0.024461354591659545,4,Politechnika Wroclawska,True,0.2641512747882311,3,4,True,0.0,0.0,False,13.683483633464308,6.777444314049541,8.027443171201687,10.4899279869192,8.880203301982469,10.932019093013757,9.578204360576493
2022,2023,2022→2023,False,PJATK,8,1,0.0,1e-06,7,Politechnika Poznanska,True,0.09192260015774727,7,10,True,0.16267777140547404,1.76972552045204,True,3.985546874999964,2.897340463196907,3.2796591160024704,3.9781339144344,2.8545638702934473,3.9823438499106993,3.1030900338619216
2022,2023,2022→2023,False,PJATK,8,1,0.25,0.005290357830101372,7,Politechnika Poznanska,True,0.11113812294382881,7,10,True,0.16267777140547404,1.4637440969530706,True,4.874613424700669,3.4198828124991865,4.038155062983178,4.75677720288981,3.4202868080534743,4.823393487463858,3.7632774237882693
2022,2023,2022→2023,False,PJATK,8,1,0.5,0.010580715660202744,7,Politechnika Poznanska,True,0.13151654751393066,7,10,True,0.16267777140547404,1.2369376666327307,True,5.731399411325065,4.005820312502717,4.594226155235631,5.78477453943398,3.9855002874465417,5.8248114088796985,4.437039123543629
2022,2023,2022→2023,False,PJATK,8,2,0.0,1e-06,6,Politechnika Slaska,True,0.17249904923422027,6,10,True,0.2599584475285915,1.5070137991057464,False,7.683714009573574,4.9960883112316505,6.043549674517629,7.813915948443503,5.024678775812818,7.622978072776957,5.711382832266876
2022,2023,2022→2023,False,PJATK,8,2,0.25,0.008379890417788388,6,Politechnika Slaska,True,0.20430965162172537,5,10,True,0.2599584475285915,1.2723747775259222,False,9.233797568827905,5.8123021711703915,7.118025458428373,9.192143944444636,5.864142197804889,9.15252056459607,6.712664915156208
2022,2023,2022→2023,False,PJATK,8,2,0.5,0.016759780835576776,6,Politechnika Slaska,True,0.23760446066478608,4,10,True,0.2599584475285915,1.0940806700398717,False,10.845898437500022,6.591072964270939,8.21212211617492,10.74420647406756,6.630434369272898,10.851360288440207,7.674075781355905
2022,2023,2022→2023,False,PJATK,8,3,0.0,1e-06,5,Politechnika Lodzka,True,0.3053667964819365,4,10,True,0.302770369927127,0.9914973514320407,False,14.215039062500228,7.960898437499475,10.420772397251405,14.192652454669377,8.066759955537062,14.101178596379588,9.64913620041793
2022,2023,2022→2023,False,PJATK,8,3,0.25,0.0019207209812317771,5,Politechnika Lodzka,True,0.31303339468458025,4,10,True,0.302770369927127,0.9672142815056698,False,14.695343892689412,8.112181844255206,10.567256772250083,14.524048191401015,8.25419597990662,14.526765758226171,9.816560968739052
2022,2023,2022→2023,False,PJATK,8,3,0.5,0.0038414419624635543,5,Politechnika Lodzka,True,0.32162641863113745,4,10,True,0.302770369927127,0.9413728238362291,False,14.984082031250107,8.290488281239561,10.890339579045733,15.062292984868916,8.38782297078674,15.024719095945748,9.980515875645802
2022,2023,2022→2023,False,Politechnika Czestochowska,9,1,0.0,1e-06,8,PJATK,True,0.023851959991434666,8,14,True,0.15036685863684773,6.304172013153011,False,0.9736262327112583,0.8288759773265486,0.8507177160249069,0.9786747647427874,0.8720280227333621,0.8675461393277573,0.9271366801716474
2022,2023,2022→2023,False,Politechnika Czestochowska,9,1,0.25,0.006340410004935515,8,PJATK,True,0.04372701441787982,8,14,True,0.15036685863684773,3.438763442659448,False,1.8810219389063478,1.5868903975557624,1.4969274633046203,1.7475467642895093,1.553841030263614,1.5696445322329944,1.7003340265486222
2022,2023,2022→2023,False,Politechnika Czestochowska,9,1,0.5,0.01268082000987103,8,PJATK,True,0.06362165146794828,8,14,True,0.15036685863684773,2.3634541884314415,False,2.742402213172553,2.2608764782432123,2.2057787582452915,2.487003291479822,2.219866557936112,2.3442629718193997,2.5240426478487734
2022,2023,2022→2023,False,Politechnika Czestochowska,9,2,0.0,1e-06,7,Politechnika Poznanska,True,0.10399647915734797,7,14,True,0.2255566262474858,2.168887139979189,True,4.719609375000031,3.636657943108168,3.5281712438921864,4.052713641462125,3.526212198031431,3.7553196026152036,4.152542011134214
2022,2023,2022→2023,False,Politechnika Czestochowska,9,2,0.25,0.005290357830101372,7,Politechnika Poznanska,True,0.119962550215199,7,14,True,0.2255566262474858,1.8802253356807035,True,5.551724956074419,4.188839777678,4.035650765056098,4.612725275993535,4.116584846848248,4.2455516489551375,4.79660449650069
2022,2023,2022→2023,False,Politechnika Czestochowska,9,2,0.5,0.010580715660202744,7,Politechnika Poznanska,True,0.13711671426759994,7,14,True,0.2255566262474858,1.6449973108842486,True,6.42859375,4.663398536604513,4.587730627647613,5.271904963493995,4.6262332161298385,4.8649966176053105,5.57004036667415
2022,2023,2022→2023,False,Politechnika Czestochowska,9,3,0.0,1e-06,6,Politechnika Slaska,True,0.17054925938222568,6,14,True,0.3074265174339779,1.802567296671693,False,8.14417191474659,5.825659182385179,5.57350468939336,6.569265176420592,5.716986766340115,5.916774486061271,6.97805848254121
2022,2023,2022→2023,False,Politechnika Czestochowska,9,3,0.25,0.008379890417788388,6,Politechnika Slaska,True,0.1979887477355289,5,14,True,0.3074265174339779,1.5527474210031105,False,9.67566406249987,6.655928659797706,6.318337979670274,7.6388205008260215,6.517425772785723,6.843082032231351,8.154630405564568
2022,2023,2022→2023,False,Politechnika Czestochowska,9,3,0.5,0.016759780835576776,6,Politechnika Slaska,True,0.22516734068278085,4,14,True,0.3074265174339779,1.3653246358986184,False,11.131120617250467,7.581007298844467,7.083825331740701,8.693896351286822,7.33377575993841,7.756996870339039,9.268770835423867
2022,2023,2022→2023,False,Politechnika Krakowska,10,1,0.0,1e-06,9,Politechnika Czestochowska,True,0.02309348927948583,8,8,True,0.0,0.0,False,0.9242057291667133,0.7820758065402056,0.8914629112325545,0.950635045428172,0.809499368472022,0.8462005047266352,0.8930487335870985
2022,2023,2022→2023,False,Politechnika Krakowska,10,1,0.25,0.0019429951319429595,9,Politechnika Czestochowska,True,0.029283052206699325,8,8,True,0.0,0.0,False,1.2171744791666161,1.0610173683751611,1.0172018530298588,1.1830260880726695,1.011465827926461,1.1061263551028766,1.134403335366424
2022,2023,2022→2023,False,Politechnika Krakowska,10,1,0.5,0.003885990263885919,9,Politechnika Czestochowska,True,0.03395959969399519,8,8,True,0.0,0.0,False,1.354165236878249,1.1956640624999237,1.3200405046923658,1.2436037954298262,1.2603336097644524,1.2665319920868168,1.3369991195671727
2022,2023,2022→2023,False,Politechnika Krakowska,10,2,0.0,1e-06,8,PJATK,True,0.04612909171122102,8,8,True,0.0,0.0,False,1.9366036983693657,1.626481891305065,1.6908761209665113,1.6545756032236736,1.6498141554511014,1.7710340655952006,1.851465068932695
2022,2023,2022→2023,False,Politechnika Krakowska,10,2,0.25,0.006340410004935515,8,PJATK,True,0.06505235402452204,8,8,True,0.0,0.0,False,2.755703024280656,2.214503167654025,2.419533513509242,2.2888978082894584,2.3337479747693624,2.556234290119691,2.597355433556936
2022,2023,2022→2023,False,Politechnika Krakowska,10,2,0.5,0.01268082000987103,8,PJATK,True,0.085023150323846,8,8,True,0.0,0.0,False,3.560924479166558,2.9600567496096075,3.02295880315121,3.1041088124010074,2.9749534804621613,3.360595735407884,3.4539134977798094
2022,2023,2022→2023,False,Politechnika Krakowska,10,3,0.0,1e-06,7,Politechnika Poznanska,True,0.1229933330087818,7,8,True,0.0812724382107706,0.6607873469447949,True,5.4400793785628485,4.103471017018345,4.436498185350956,4.203687520389277,4.307253536354261,4.909839812399058,4.982790050359603
2022,2023,2022→2023,False,Politechnika Krakowska,10,3,0.25,0.005290357830101372,7,Politechnika Poznanska,True,0.13945667088023886,7,8,True,0.0812724382107706,0.5827791363280491,True,6.197643229166694,4.645745534401247,5.014717597243279,4.73236508219097,4.812247970666517,5.5519494908413405,5.741371946866752
2022,2023,2022→2023,False,Politechnika Krakowska,10,3,0.5,0.010580715660202744,7,Politechnika Poznanska,True,0.15604348252307046,7,8,True,0.0812724382107706,0.5208319943689719,True,6.98375860562088,5.2172159388022665,5.617247443643658,5.353091588025416,5.3213760073205325,6.130810810289572,6.433546127124767
2022,2023,2022→2023,False,Politechnika Lubelska,11,1,0.0,1e-06,10,Politechnika Krakowska,True,0.005826739818544015,9,9,True,0.0,0.0,True,0.2014453188629417,0.15044541652315946,0.26587717033029756,0.2785188829073637,0.1749806604686821,0.2553732259957475,0.17943738560595723
2022,2023,2022→2023,False,Politechnika Lubelska,11,1,0.25,0.0018968040702895816,10,Politechnika Krakowska,True,0.011247838360491515,9,9,True,0.0,0.0,True,0.4189566883743376,0.414126030146289,0.36260268989249944,0.39470386072113506,0.39543377185956574,0.49631994993204476,0.4776404434782
2022,2023,2022→2023,False,Politechnika Lubelska,11,1,0.5,0.0037936081405791633,10,Politechnika Krakowska,True,0.01683924523628951,8,9,True,0.0,0.0,True,0.7007961611926448,0.5393165400405464,0.6073425365455853,0.6305890883008036,0.6171712878642932,0.6761522823059529,0.6701002529189592
2022,2023,2022→2023,False,Politechnika Lubelska,11,2,0.0,1e-06,9,Politechnika Czestochowska,True,0.028740514421454495,8,9,True,0.0,0.0,False,1.2094893563325104,0.9922265625023741,0.98048542846082,1.06604487323273,1.0275636416332778,1.1679517301958597,1.1379771565534602
2022,2023,2022→2023,False,Politechnika Lubelska,11,2,0.25,0.0019429951319429595,9,Politechnika Czestochowska,True,0.03408331248370539,8,9,True,0.0,0.0,False,1.4073177083334165,1.2485742187555937,1.22644493490226,1.1860146169349939,1.2660758674754358,1.3515014782566837,1.3179298117974914
2022,2023,2022→2023,False,Politechnika Lubelska,11,2,0.5,0.003885990263885919,9,Politechnika Czestochowska,True,0.04002147350800756,8,9,True,0.0,0.0,False,1.7002864583332833,1.4972961238318483,1.4084156579826757,1.3731781292711576,1.4834857972043758,1.5689373376766902,1.5338729980886812
2022,2023,2022→2023,False,Politechnika Lubelska,11,3,0.0,1e-06,8,PJATK,True,0.05265787904262095,8,9,True,0.018106438866868153,0.34385051574547687,False,2.2216568972107984,1.8711328125007975,1.855431218789505,1.851368830435851,1.8723172737705185,2.1614442579488466,2.06010195715744
2022,2023,2022→2023,False,Politechnika Lubelska,11,3,0.25,0.006340410004935515,8,PJATK,True,0.07147817832134211,8,9,True,0.018106438866868153,0.25331421829845224,False,3.102477792689029,2.5446374037765174,2.4763724236841145,2.390033383657064,2.5988205378055906,2.9164766099675496,2.8082677633306963
2022,2023,2022→2023,False,Politechnika Lubelska,11,3,0.5,0.01268082000987103,8,PJATK,True,0.09062652739629587,8,9,True,0.018106438866868153,0.1997918201995259,False,3.9957021152930023,3.196591479323796,3.131102833096022,3.0005000913325586,3.306582412003223,3.666771662436419,3.5724410111223346
2022,2023,2022→2023,False,ZUT,12,1,0.0,1e-06,11,Politechnika Lubelska,True,0.09194533371350352,9,13,True,0.04508650716211417,0.49036210257935636,False,3.6969086284293,3.3873431049494807,3.3823815988044847,3.3642214871645315,3.425190797955169,3.4188855805309837,3.6357963487359033
2022,2023,2022→2023,False,ZUT,12,1,0.25,0.00043076516837053935,11,Politechnika Lubelska,True,0.09320114339905881,9,13,True,0.04508650716211417,0.4837548716443051,False,3.795302970066241,3.3930189735252303,3.454424283411661,3.4374636746658527,3.482111161781354,3.455506674280673,3.623920633257771
2022,2023,2022→2023,False,ZUT,12,1,0.5,0.0008615303367410787,11,Politechnika Lubelska,True,0.09450189365275549,9,13,True,0.04508650716211417,0.47709633552723557,False,3.826960123621987,3.4952374165058253,3.4689942086430503,3.5107058621644205,3.530019494044956,3.455506674283393,3.699085046257089
2022,2023,2022→2023,False,ZUT,12,2,0.0,1e-06,10,Politechnika Krakowska,True,0.09721684368306874,9,13,True,0.06465165786769006,0.6650252715306965,True,3.9799102848498946,3.5347505749909525,3.5778338159972445,3.510705862162622,3.608598336704283,3.6643981039463647,3.8211586683547125
2022,2023,2022→2023,False,ZUT,12,2,0.25,0.0018968040702895816,10,Politechnika Krakowska,True,0.1023917326927781,9,13,True,0.06465165786769006,0.631414823906482,True,4.232263663221325,3.7136932178070237,3.724318190990117,3.6571902371624776,3.8461970361341025,3.8408098985023065,4.043075249305566
2022,2023,2022→2023,False,ZUT,12,2,0.5,0.0037936081405791633,10,Politechnika Krakowska,True,0.1088604956292534,8,13,True,0.06465165786769006,0.5938945757501827,True,4.395542257678051,4.0038843955684245,3.915033111878252,4.023401174662034,4.021637667542011,4.07898585866543,4.339038678186324
2022,2023,2022→2023,False,ZUT,12,3,0.0,1e-06,9,Politechnika Czestochowska,True,0.1194554165486203,8,13,True,0.11927458306592346,0.9984861843194592,False,4.977526631101232,4.32904296874963,4.3102556909817125,4.243127737160723,4.463170463337828,4.459267760853369,4.774116083228491
2022,2023,2022→2023,False,ZUT,12,3,0.25,0.0019429951319429595,9,Politechnika Czestochowska,True,0.12580458077358272,8,13,True,0.11927458306592346,0.9480941181353988,False,5.31214110257852,4.512148437502573,4.50262699072802,4.609338674662933,4.663007219831217,4.627381674278519,5.001364663107993
2022,2023,2022→2023,False,ZUT,12,3,0.5,0.003885990263885919,9,Politechnika Czestochowska,True,0.13128877955636004,8,13,True,0.11927458306592346,0.908490302590717,False,5.52164062500007,4.743802431682842,4.758222002203006,4.6498741562011725,4.861814248496177,4.8422262576518165,5.2942289772510085
2022,2023,2022→2023,False,WAT,13,1,0.0,1e-06,12,ZUT,True,0.08657667246461637,11,11,True,0.0,0.0,False,3.1728415725607197,3.3317931192529793,3.3307913837106184,3.230153995865512,3.290424473471587,3.3299100905074375,3.216235782882329
2022,2023,2022→2023,False,WAT,13,1,0.25,0.007703007399180159,12,ZUT,True,0.11119193926115142,11,11,True,0.0,0.0,False,4.157879300086583,4.258876070038708,4.191215681600546,4.222491847308299,4.203285836882142,4.2183154268578775,4.165688989259578
2022,2023,2022→2023,False,WAT,13,1,0.5,0.015406014798360318,12,ZUT,True,0.13580855967746058,10,11,True,0.0,0.0,False,5.231094330632074,5.03004786850868,5.079409629087561,5.171071964615612,5.0920829564018995,5.106033137367061,5.218491035072661
2022,2023,2022→2023,False,WAT,13,2,0.0,1e-06,11,Politechnika Lubelska,True,0.18582530088385585,9,11,True,0.0,0.0,False,7.350328547159196,6.568647592628829,6.8189359711515625,7.331716495865537,6.8460305133493,6.853322353620395,7.351724145509639
2022,2023,2022→2023,False,WAT,13,2,0.25,0.00043076516837053935,11,Politechnika Lubelska,True,0.18699054119385486,9,11,True,0.0,0.0,False,7.495651784677304,6.608776792339832,6.8550866469975436,7.305185891203678,6.901854314216493,6.88215618426119,7.378094471439292
