year,next_year,pair,university,k,target_rank,scenario,achieved_rank,survived
2025,2026,2025→2026,ZUT,2,9,weights_only,9,True
2025,2026,2025→2026,ZUT,3,8,full,8,True
2025,2026,2025→2026,ZUT,3,8,values_only,8,True
2025,2026,2025→2026,ZUT,3,8,weights_only,8,True
2025,2026,2025→2026,Politechnika Opolska,1,11,full,10,True
2025,2026,2025→2026,Politechnika Opolska,1,11,values_only,10,True
2025,2026,2025→2026,Politechnika Opolska,1,11,weights_only,11,True
2025,2026,2025→2026,Politechnika Opolska,2,10,full,10,True
2025,2026,2025→2026,Politechnika Opolska,2,10,values_only,10,True
2025,2026,2025→2026,Politechnika Opolska,2,10,weights_only,10,True
2025,2026,2025→2026,Politechnika Opolska,3,9,full,9,True
2025,2026,2025→2026,Politechnika Opolska,3,9,values_only,9,True
2025,2026,2025→2026,Politechnika Opolska,3,9,weights_only,9,True
2025,2026,2025→2026,WAT,1,12,full,10,True
2025,2026,2025→2026,WAT,1,12,values_only,10,True
2025,2026,2025→2026,WAT,1,12,weights_only,12,True
2025,2026,2025→2026,WAT,2,11,full,10,True
2025,2026,2025→2026,WAT,2,11,values_only,10,True
2025,2026,2025→2026,WAT,2,11,weights_only,11,True
2025,2026,2025→2026,WAT,3,10,full,10,True
2025,2026,2025→2026,WAT,3,10,values_only,10,True
2025,2026,2025→2026,WAT,3,10,weights_only,10,True
2025,2026,2025→2026,Politechnika Bialostocka,1,13,full,10,True
2025,2026,2025→2026,Politechnika Bialostocka,1,13,values_only,10,True
2025,2026,2025→2026,Politechnika Bialostocka,1,13,weights_only,13,True
2025,2026,2025→2026,Politechnika Bialostocka,2,12,full,10,True
2025,2026,2025→2026,Politechnika Bialostocka,2,12,values_only,10,True
2025,2026,2025→2026,Politechnika Bialostocka,2,12,weights_only,12,True
2025,2026,2025→2026,Politechnika Bialostocka,3,11,full,10,True
2025,2026,2025→2026,Politechnika Bialostocka,3,11,values_only,10,True
2025,2026,2025→2026,Politechnika Bialostocka,3,11,weights_only,11,True
2025,2026,2025→2026,Politechnika Bydgoska,1,14,full,14,True
2025,2026,2025→2026,Politechnika Bydgoska,1,14,values_only,14,True
2025,2026,2025→2026,Politechnika Bydgoska,1,14,weights_only,14,True
2025,2026,2025→2026,Politechnika Bydgoska,2,13,full,10,True
2025,2026,2025→2026,Politechnika Bydgoska,2,13,values_only,10,True
2025,2026,2025→2026,Politechnika Bydgoska,2,13,weights_only,13,True
2025,2026,2025→2026,Politechnika Bydgoska,3,12,full,10,True
2025,2026,2025→2026,Politechnika Bydgoska,3,12,values_only,10,True
2025,2026,2025→2026,Politechnika Bydgoska,3,12,weights_only,12,True
2025,2026,2025→2026,Politechnika Czestochowska,1,15,full,14,True
2025,2026,2025→2026,Politechnika Czestochowska,1,15,values_only,14,True
2025,2026,2025→2026,Politechnika Czestochowska,1,15,weights_only,15,True
2025,2026,2025→2026,Politechnika Czestochowska,2,14,full,14,True
2025,2026,2025→2026,Politechnika Czestochowska,2,14,values_only,14,True
2025,2026,2025→2026,Politechnika Czestochowska,2,14,weights_only,14,True
2025,2026,2025→2026,Politechnika Czestochowska,3,13,full,10,True
2025,2026,2025→2026,Politechnika Czestochowska,3,13,values_only,10,True
2025,2026,2025→2026,Politechnika Czestochowska,3,13,weights_only,13,True
2025,2026,2025→2026,Politechnika Rzeszowska,1,16,full,14,True
2025,2026,2025→2026,Politechnika Rzeszowska,1,16,values_only,14,True
2025,2026,2025→2026,Politechnika Rzeszowska,1,16,weights_only,16,True
2025,2026,2025→2026,Politechnika Rzeszowska,2,15,full,14,True
2025,2026,2025→2026,Politechnika Rzeszowska,2,15,values_only,14,True
2025,2026,2025→2026,Politechnika Rzeszowska,2,15,weights_only,15,True
2025,2026,2025→2026,Politechnika Rzeszowska,3,14,full,14,True
2025,2026,2025→2026,Politechnika Rzeszowska,3,14,values_only,14,True
2025,2026,2025→2026,Politechnika Rzeszowska,3,14,weights_only,14,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,1,17,full,16,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,1,17,values_only,16,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,1,17,weights_only,17,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,2,16,full,14,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,2,16,values_only,14,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,2,16,weights_only,16,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,3,15,full,14,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,3,15,values_only,14,True
2025,2026,2025→2026,Uniwersytet Morski w Gdyni,3,15,weights_only,15,True
2025,2026,2025→2026,Politechnika Swietokrzyska,1,18,full,17,True
2025,2026,2025→2026,Politechnika Swietokrzyska,1,18,values_only,17,True
2025,2026,2025→2026,Politechnika Swietokrzyska,1,18,weights_only,18,True
2025,2026,2025→2026,Politechnika Swietokrzyska,2,17,full,16,True
2025,2026,2025→2026,Politechnika Swietokrzyska,2,17,values_only,16,True
2025,2026,2025→2026,Politechnika Swietokrzyska,2,17,weights_only,17,True
2025,2026,2025→2026,Politechnika Swietokrzyska,3,16,full,14,True
2025,2026,2025→2026,Politechnika Swietokrzyska,3,16,values_only,14,True
2025,2026,2025→2026,Politechnika Swietokrzyska,3,16,weights_only,16,True
2025,2026,2025→2026,Politechnika Koszalinska,1,19,full,17,True
2025,2026,2025→2026,Politechnika Koszalinska,1,19,values_only,17,True
2025,2026,2025→2026,Politechnika Koszalinska,1,19,weights_only,19,True
2025,2026,2025→2026,Politechnika Koszalinska,2,18,full,17,True
2025,2026,2025→2026,Politechnika Koszalinska,2,18,values_only,17,True
2025,2026,2025→2026,Politechnika Koszalinska,2,18,weights_only,18,True
2025,2026,2025→2026,Politechnika Koszalinska,3,17,full,16,True
2025,2026,2025→2026,Politechnika Koszalinska,3,17,values_only,16,True
2025,2026,2025→2026,Politechnika Koszalinska,3,17,weights_only,17,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,1,20,full,18,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,1,20,values_only,18,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,1,20,weights_only,20,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,2,19,full,17,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,2,19,values_only,17,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,2,19,weights_only,19,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,3,18,full,17,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,3,18,values_only,17,True
2025,2026,2025→2026,Politechnika Morska w Szczecinie,3,18,weights_only,18,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,1,21,full,19,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,1,21,values_only,19,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,1,21,weights_only,21,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,2,20,full,18,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,2,20,values_only,18,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,2,20,weights_only,20,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,3,19,full,17,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,3,19,values_only,17,True
2025,2026,2025→2026,Uniwersytet Bielsko-Bialski,3,19,weights_only,19,True
2025,2026,2025→2026,Uniwersytet Radomski,1,22,full,22,True
2025,2026,2025→2026,Uniwersytet Radomski,1,22,values_only,22,True
2025,2026,2025→2026,Uniwersytet Radomski,1,22,weights_only,22,True
2025,2026,2025→2026,Uniwersytet Radomski,2,21,full,19,True
2025,2026,2025→2026,Uniwersytet Radomski,2,21,values_only,19,True
2025,2026,2025→2026,Uniwersytet Radomski,2,21,weights_only,21,True
2025,2026,2025→2026,Uniwersytet Radomski,3,20,full,18,True
2025,2026,2025→2026,Uniwersytet Radomski,3,20,values_only,18,True
2025,2026,2025→2026,Uniwersytet Radomski,3,20,weights_only,20,True
