name,rank,wsk,year,Prestiz,Prestiz_rel,Absolwenci,Absolwenci_rel,PotencjalNaukowy,PotencjalNaukowy_rel,Innowacyjnosc,Innowacyjnosc_rel,EfektywnoscNaukowa,EfektywnoscNaukowa_rel,WarunkiKsztalcenia,WarunkiKsztalcenia_rel,Umiedzynarodowienie,Umiedzynarodowienie_rel,canonical
Uniwersytet Medyczny w Białymstoku,21=,64.8,2022,8.356666666666667,8.356666666666667,69.95,69.95,68.45933333333332,72.853879334809,8.7675,14.1027445460943,57.48607142857143,85.30130314737384,43.459999999999994,54.584275307711614,19.283333333333335,31.600624911234203,
Uniwersytet Medyczny w Lublinie,21=,64.6,2022,5.961666666666667,5.961666666666668,72.75,72.75,65.868,70.0962029627107,7.421250000000001,11.937267517844576,47.951428571428565,71.15322448157629,52.459999999999994,65.88796784727454,33.38666666666666,54.712508057203415,
Politechnika Poznańska,23=,64.0,2022,17.075,17.075,79.31,79.31,64.10933333333334,68.22464385038879,28.575000000000003,45.96360711772394,40.75892857142857,60.480558779418864,33.39,41.93669932177845,33.09133333333333,54.22852960134596,Politechnika Poznanska
Uniwersytet Łódzki,23=,63.7,2022,16.406666666666666,16.406666666666666,63.78,63.78,73.79733333333334,78.5345365798286,27.49875,44.232431889011764,39.53857142857142,58.669719179425215,36.09,45.32780708364733,35.75466666666667,58.59307572132456,
Uniwersytet Przyrodniczy we Wrocławiu,25,61.3,2022,12.916666666666666,12.916666666666664,43.04999999999999,43.04999999999999,77.60933333333332,82.59123673307224,32.978750000000005,53.04714989444054,51.28785714285714,76.10401861184863,34.29,43.06706857573474,17.2,28.186555668447447,
Uniwersytet Ekonomiczny w Poznaniu,26,60.7,2022,9.133333333333335,9.133333333333335,76.4,76.4,72.954,77.63706793802145,14.90625,23.977078516135517,38.52285714285714,57.16254100489145,43.145,54.18864606882693,22.797333333333334,37.35920378442748,
Uniwersytet Śląski w Katowicach,27,59.8,2022,15.358333333333334,15.358333333333334,56.01,56.01,74.99066666666666,79.8044724445201,19.47375,31.32401729164572,41.10642857142857,60.99620025755577,33.775,42.42024616930419,27.163333333333338,44.51400041515083,
Uniwersytet Przyrodniczy w Poznaniu,28=,59.1,2022,11.023333333333333,11.023333333333333,49.38,49.38,67.462,71.79252511493274,29.09375,46.79802955665024,45.40678571428572,67.37732979326647,41.904999999999994,52.63124843004269,21.596666666666668,35.39160739842462,
Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,28=,58.9,2022,17.403333333333332,17.403333333333332,51.31,51.31,66.40799999999999,70.67086667801803,26.083750000000002,41.95636875439831,46.1975,68.5506393848339,31.569999999999993,39.650841497111266,22.424666666666667,36.748495078277784,
Uniwersytet Opolski,30=,58.5,2022,2.9249999999999994,2.9249999999999994,52.06,52.06,55.974666666666664,59.567796129178724,16.17875,26.02392681210415,55.57892857142856,82.4713694441353,24.800000000000004,31.147952775684505,34.21066666666666,56.06284072411042,
SWPS Uniwersytet Humanistycznospołeczny w Warszawie,30=,58.2,2022,14.288333333333334,14.288333333333334,67.3,67.3,74.00066666666666,78.75092229978999,7.32,11.774404343017995,43.17071428571429,64.05931201873906,16.125,20.25244913338357,27.275333333333332,44.697540777643034,
Politechnika Lubelska,32=,57.8,2022,6.551666666666667,6.551666666666666,63.29,63.29,66.55133333333333,70.82340087405642,48.515,78.03759927616366,39.722857142857144,58.94317344737861,21.975,27.59984928409947,22.790000000000003,37.34718626069287,Politechnika Lubelska
Uniwersytet Warmińsko-Mazurski w Olsztynie,32=,57.7,2022,14.075000000000001,14.075,53.85999999999999,53.85999999999999,69.24933333333334,73.69459106646235,22.23375,35.76354679802955,38.22785714285715,56.72480219611336,53.64000000000001,67.37000753579504,16.80666666666667,27.541979395409307,
Politechnika Częstochowska,32=,57.6,2022,3.6300000000000003,3.630000000000001,60.59,60.59,63.32933333333334,67.3945740393893,26.25875,42.23786066150598,42.86964285714286,63.612564057722174,44.800000000000004,56.26726953026877,20.45266666666667,33.51687369582555,Politechnika Czestochowska
Akademia WSB w Dąbrowie Górniczej,32=,57.5,2022,2.75,2.75,73.17,73.17,52.525999999999996,55.897752426357904,15.1625,24.38926309440032,35.786071428571425,53.10153314573099,15.414999999999997,19.360713388595826,60.166000000000004,98.59722722952378,
Politechnika Krakowska im. Tadeusza Kościuszki,32=,57.3,2022,13.553333333333335,13.553333333333335,68.36,68.36,53.79,57.24289119700323,38.416250000000005,61.793505579571736,42.52178571428572,63.09639262945358,30.714999999999996,38.57699070585279,18.040000000000003,29.56310838713907,Politechnika Krakowska
Śląski Uniwersytet Medyczny w Katowicach,37=,56.6,2022,4.3566666666666665,4.3566666666666665,73.13,73.13,61.00333333333333,64.9192632953062,9.385,15.096008846888509,45.61464285714286,67.68576076991157,38.160000000000004,47.9276563677468,15.996,26.21349677165613,
Akademia Ekonomiczno-Humanistyczna w Warszawie,37=,56.6,2022,1.6749999999999998,1.6749999999999998,66.26,66.26,54.236,57.71752085816448,9.4925,15.268925304111791,39.95714285714286,59.29082073376897,7.965000000000001,10.003767897513189,61.022,100.0,
Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,39,55.9,2022,5.66,5.66,65.19,65.19,59.21066666666666,63.01152165276121,41.97,67.50980195033678,36.62607142857143,54.34797585547201,43.765,54.96734488821904,15.352666666666666,25.159232189483575,ZUT
Uniwersytet Marii Curie-Skłodowskiej w Lublinie,40=,55.1,2022,12.246666666666668,12.246666666666668,49.31,49.31,67.396,71.7222884386174,20.35625,32.743540766060114,39.65,58.83506362051332,35.644999999999996,44.76890228585782,22.591333333333335,37.02162061770073,
Uczelnia Łazarskiego w Warszawie,40=,54.8,2022,4.566666666666667,4.566666666666667,72.61,72.61,53.358,56.78316022475735,2.835,4.5601688951442645,40.292500000000004,59.78844390742833,14.434999999999999,18.129866867621196,45.04066666666667,73.8105382758131,
Uniwersytet w Białymstoku,42=,54.1,2022,4.016666666666667,4.016666666666667,53.14000000000001,53.14000000000001,64.83666666666666,68.99866621261138,16.8025,27.02724439529506,47.1725,69.99740324435471,29.970000000000006,37.64129615674454,15.730666666666668,25.778680912894806,
Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,42=,54.0,2022,5.616666666666667,5.616666666666667,65.76,65.76,67.172,71.4839094159714,21.3125,34.2816929727556,40.22678571428571,59.690933083196875,26.54,33.33333333333333,14.195333333333332,23.262648443730676,
Społeczna Akademia Nauk z siedzibą w Łodzi,42=,53.6,2022,0.9916666666666666,0.9916666666666666,69.69,69.69,36.54066666666667,38.886287530506834,7.665,12.329345531315974,54.3775,80.68861720112139,4.8950000000000005,6.147952775684502,39.17066666666666,64.19105677733712,
Uniwersytet Ekonomiczny we Wrocławiu,45=,52.9,2022,7.841666666666666,7.841666666666666,76.26,76.26,58.01199999999999,61.7359100970543,15.555,25.02060922891324,33.972500000000004,50.41044637699594,33.135000000000005,41.616428033157504,18.86,30.90688604109993,
Polsko-Japońska Akademia Technik Komputerowych w Warszawie,45=,52.8,2022,4.95,4.95,73.46,73.46,44.556000000000004,47.41614166524774,3.02125,4.859756710566,49.050714285714285,72.78441098692615,4.615,5.796282341120321,33.866,55.49801710858379,PJATK
Uniwersytet Ekonomiczny w Krakowie,47=,52.3,2022,7.908333333333334,7.908333333333334,73.53,73.53,57.318,60.99736080367785,14.52,23.3557856640193,29.772142857142857,44.177702878159174,40.055,50.30771163024365,22.868,37.475009013142795,
Uniwersytet Zielonogórski,47=,52.0,2022,4.966666666666667,4.966666666666667,65.27,65.27,57.966666666666676,61.68766672342359,13.95125,22.44093696591937,41.07892857142857,60.95539409741544,31.619999999999997,39.71363978899773,14.637333333333332,23.986977374280315,
Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,47=,51.9,2022,7.590000000000001,7.590000000000001,43.66,43.66,64.68400000000001,68.83619955729611,30.240000000000002,48.641801548205486,41.41642857142857,61.456196971864955,32.125,40.34790253705099,12.77,20.92687883058569,
Wojskowa Akademia Techniczna im. J. Dąbrowskiego w Warszawie,47=,51.8,2022,6.916666666666667,6.916666666666668,79.65,79.65,55.89666666666667,59.48478914807878,7.8575,12.638986629134411,36.13142857142857,53.61399492307775,43.864999999999995,55.09294147199195,7.119333333333333,11.66683054199032,WAT
Katolicki Uniwersytet Lubelski Jana Pawła II,47=,51.8,2022,8.75,8.75,57.6,57.6,62.57066666666666,66.58720699245131,10.3225,16.604001206393885,35.78821428571428,53.104712846521146,33.55500000000001,42.14393368500378,22.707333333333334,37.211715993139094,
Akademia Finansów i Biznesu Vistula,52-60,,2022,2.0500000000000003,2.0500000000000003,79.93,79.93,49.01933333333333,52.16598558374481,4.525,7.278576455212628,26.525357142857143,39.359926230941674,8.985,11.284853051996985,59.47466666666667,97.46430249199743,
AWF im. Jerzego Kukuczki w Katowicach,52-60,,2022,1.3083333333333333,1.3083333333333333,55.69,55.69,63.464000000000006,67.53788523752768,6.4175,10.322710364934151,46.565,69.09595807034559,19.04,23.91358955036423,14.814666666666666,24.27758294822632,
Collegium Civitas w Warszawie,52-60,,2022,4.3,4.3,75.45,75.45,45.67933333333334,48.6115840853624,0.9525,1.5321202372574645,27.624642857142856,40.99111273629152,7.369999999999999,9.256468224064303,52.096000000000004,85.37248861066502,
Politechnika Białostocka,52-60,,2022,3.361666666666667,3.361666666666667,61.37,61.37,55.952,59.543674442363354,30.34,48.802654066552726,33.60107142857142,49.85929824003561,31.85,40.00251193167546,20.336666666666662,33.32677832038718,Politechnika Bialostocka
Politechnika Rzeszowska im. Ignacego Łukasiewicza,52-60,,2022,7.573333333333333,7.573333333333334,60.21,60.21,54.09733333333334,57.56995289176457,26.2775,42.26802050869609,36.57321428571429,54.269543235981516,27.170000000000005,34.12459181110274,7.328666666666666,12.009876219505532,Politechnika Rzeszowska
Politechnika Świętokrzyska w Kielcach,52-60,,2022,1.6749999999999998,1.6749999999999998,56.9,56.9,53.38666666666666,56.81366706396503,34.82125,56.01085754498843,37.20107142857143,55.20119556749711,26.339999999999996,33.082140165787486,10.810666666666666,17.716014989129604,Politechnika Swietokrzyska
Uniwersytet Ekonomiczny w Katowicach,52-60,,2022,2.8833333333333333,2.8833333333333333,68.16,68.16,65.21533333333333,69.40164027470345,11.2525,18.099929627023222,31.64535714285714,46.9572913188869,26.47,33.245415724692286,16.789333333333335,27.513574339309326,
Uniwersytet Przyrodniczy w Lublinie,52-60,,2022,5.4316666666666675,5.4316666666666675,38.61,38.61,64.85133333333333,69.01427436290368,23.5825,37.93304513923796,41.282500000000006,61.257465672480244,32.23,40.47977895001255,8.752,14.342368326177445,
Uniwersytet Szczeciński,52-60,,2022,2.7083333333333335,2.708333333333334,59.0,59.0,63.29,67.35271581815086,16.51,26.556750779129388,31.033928571428568,46.05001669342915,30.544999999999998,38.36347651343883,18.124000000000002,29.70076365900823,
Akademia Pedagogiki Specjalnej im. M. Grzegorzewskiej w Warszawie,61-70,,2022,3.5,3.5,75.2,75.2,49.068,52.21777626426017,6.04,9.715492108173319,31.916428571428575,47.359523468841594,21.24,26.6767143933685,9.172666666666666,15.031737187680946,
Akademia Wychowania Fizycznego i Sportu w Gdańsku,61-70,,2022,0.4749999999999999,0.4749999999999999,59.79,59.79,51.26266666666667,54.5533231170895,1.8875,3.036091283804162,36.52892857142857,54.203829419651626,20.255,25.439588043205223,20.616666666666667,33.78562922661772,
Politechnika Bydgoska im. J. i J. Śniadeckich,61-70,,2022,0.8416666666666667,0.8416666666666667,68.12,68.12,50.36533333333333,53.598388103751624,28.5475,45.919372675178444,34.73964285714286,51.548779259871665,25.744999999999997,32.3348404923386,10.054,16.476025040149455,Politechnika Bydgoska
Politechnika Koszalińska,61-70,,2022,1.0083333333333333,1.0083333333333333,60.22,60.22,48.97066666666667,52.114194903229475,25.3675,40.8042625917362,34.76571428571428,51.58746561948521,28.829999999999995,36.209495101733225,12.628666666666668,20.695268373155038,Politechnika Koszalinska
Politechnika Opolska,61-70,,2022,1.5083333333333335,1.5083333333333335,62.07,62.07,48.912000000000006,52.05176230206028,21.905,35.234744143963,36.383571428571436,53.988139716052736,28.035000000000004,35.21100226073851,17.224666666666668,28.22697824828204,Politechnika Opolska
Uniwersytet Humanistyczno-Przyrod. im. J. Długosza w Częstochowie,61-70,,2022,0.38333333333333336,0.38333333333333336,48.31,48.31,54.410666666666664,57.90339973891821,48.145,77.44244495827887,33.475,49.672225843548134,22.19,27.86988193921125,18.974,31.093703910065226,
Uniwersytet Kazimierza Wielkiego w Bydgoszczy,61-70,,2022,1.6916666666666664,1.6916666666666662,60.169999999999995,60.16999999999999,59.42200000000001,63.23642090924571,25.2125,40.554941188297974,25.67607142857143,38.099704817776654,25.78,32.37879929665913,11.516666666666667,18.87297477412518,
Uniwersytet Morski w Gdyni,61-70,,2022,0.9499999999999998,0.9499999999999998,63.49,63.49,43.92066666666667,46.74002497304046,30.00875,48.269830099527496,34.80321428571428,51.64311038331294,20.24,25.420748555639282,9.758000000000001,15.990954082134314,Uniwersytet Morski w Gdyni
Uniwersytet Pedagogiczny im. KEN w Krakowie,61-70,,2022,2.5116666666666663,2.5116666666666663,55.70000000000001,55.70000000000001,66.98466666666667,71.28455076905614,12.96875,20.860560973157735,27.620357142857138,40.9847533347112,23.979999999999997,30.11806078874654,13.754666666666667,22.540504517496423,
Uniwersytet Rzeszowski,61-70,,2022,3.2166666666666663,3.2166666666666663,47.35999999999999,47.35999999999999,58.01533333333334,61.73945740393893,15.765,25.358399517442443,38.98535714285714,57.848826425433366,22.28,27.98291886460688,11.356666666666667,18.610774256279157,
Akademia Morska w Szczecinie,71-80,,2022,1.45,1.45,57.1,57.1,46.594,49.58496509450026,11.6125,18.678998693073286,25.96357142857143,38.52631467378921,24.345,30.576488319517708,18.072000000000003,29.615548490708274,Politechnika Morska w Szczecinie
Akademia Pomorska w Słupsku,71-80,,2022,0.49166666666666664,0.49166666666666664,60.32,60.32,45.144,48.041886599693505,8.395,13.50356891525083,26.131071428571428,38.77486128555303,24.775,31.11655362974127,27.356666666666666,44.830826040881426,
Akademia Wychowania Fizycznego im. E. Piaseckiego w Poznaniu,71-80,,2022,0.5916666666666667,0.5916666666666667,58.51,58.51,42.42866666666667,45.1522504114876,4.7125,7.5801749271137036,31.308571428571433,46.457548344700776,21.02,26.400401909068073,13.782000000000002,22.58529710596179,
Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,71-80,,2022,1.0333333333333334,1.0333333333333334,57.5,57.5,50.77866666666667,54.038254157443674,3.8525,6.196843269327435,35.86214285714286,53.21441252378152,16.79,21.0876664154735,14.446,23.67342925502278,
Akademia Wychowania Fizycznego we Wrocławiu,71-80,,2022,1.3416666666666668,1.3416666666666668,54.68,54.68,57.025333333333336,60.68590725920881,2.9025,4.668744345028651,28.023928571428574,41.58359698352386,25.42,31.926651595076613,8.042666666666667,13.179946030393412,
Dolnośląska Szkoła Wyższa we Wrocławiu,71-80,,2022,2.2333333333333334,2.2333333333333334,65.12,65.12,49.513333333333335,52.691696464044504,3.6675,5.899266110385041,28.577857142857145,42.405549637779096,5.395,6.775935694549108,24.36133333333333,39.922213846372344,
Uniwersytet Jana Kochanowskiego w Kielcach,71-80,,2022,2.4916666666666667,2.4916666666666667,52.25,52.25,58.98866666666666,62.77527101424597,12.626249999999999,20.309641097818435,28.08857142857143,41.679517957360225,30.49,38.294398392363725,15.315333333333335,25.09805206865284,
Uniwersytet Papieski Jana Pawła II w Krakowie,71-80,,2022,2.308333333333333,2.308333333333333,57.78,57.78,65.146,69.3278562915035,0.895,1.4396300392078012,22.65107142857143,33.61102720234027,30.625,38.46395378045717,9.603333333333333,15.737493581549824,
Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,71-80,,2022,1.075,1.075,52.95000000000001,52.95000000000001,56.358666666666664,59.976445882286164,17.189999999999998,27.650547903890615,26.471785714285716,39.28043371118778,26.945,33.84199949761366,9.447333333333335,15.481848076649953,
Wyższa Szkoła Bankowa w Poznaniu,71-80,,2022,2.7916666666666665,2.791666666666666,70.23,70.23,26.045333333333335,27.717237073613717,6.45,10.374987433397004,37.36464285714286,55.44391272781233,8.485,10.656870133132378,15.380666666666666,25.205117280106627,
Akademia Ignatianum w Krakowie,80+,,2022,2.3333333333333335,2.3333333333333335,52.89000000000001,52.89000000000001,49.942,53.14788012940575,3.735,6.007841560269427,27.95,41.47389730626349,26.04,32.705350414468725,11.67,19.124250270394285,
Akademia Katolicka w Warszawie,80+,,2022,0.8666666666666667,0.8666666666666667,84.24,84.24,48.76199999999999,51.89213349225267,0.0,0.0,9.914285714285715,14.711415655786793,27.320000000000004,34.31298668676212,11.827333333333332,19.382080779609538,
Akademia Marynarki Wojennej im. Bohaterów Westerplatte w Gdyni,80+,,2022,1.8916666666666666,1.8916666666666666,56.15,56.15,36.3,38.63017197343776,6.135,9.868302000603196,23.614642857142858,35.040832657646924,32.27,40.53001758352173,16.138666666666666,26.44729223340216,
Akademia Techniczno-Humanistyczna w Bielsku-Białej,80+,,2022,0.7333333333333334,0.7333333333333334,62.71,62.71,48.11,51.19828026562234,11.452499999999999,18.4216346637177,22.88642857142857,33.96026433912569,22.44,28.183873398643556,12.853333333333333,21.06344160029716,Uniwersytet Bielsko-Bialski
Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,80+,,2022,0.7916666666666666,0.7916666666666665,52.52,52.52,50.22266666666667,53.446563369090185,11.785,18.956469287222276,29.239642857142858,43.38754723180549,20.925,26.281085154483797,8.590666666666667,14.07798280401604,
Chrześcijańska Akademia Teologiczna w Warszawie,80+,,2022,0.45,0.45,51.87,51.87,57.84133333333333,61.554287984562116,0.0,0.0,9.470714285714285,14.053217592224573,47.445,59.58929917106254,5.962000000000001,9.770246796237423,
Krakowska Akademia im. A. F. Modrzewskiego,80+,,2022,3.3083333333333336,3.3083333333333336,56.27,56.27,35.70066666666666,37.9923661955843,5.5875,8.987634462652055,21.380714285714284,31.725994583909657,16.925,21.257221803566942,28.221999999999998,46.248893841565334,
Papieski Wydział Teologiczny we Wrocławiu,80+,,2022,0.9,0.9,65.48,65.48,60.18,64.04307849480674,0.0,0.0,3.5796428571428573,5.311690169955008,50.0,62.79829188646068,2.5406666666666666,4.1635257229633025,
Uniwersytet Technologiczno-Human. im. K. Pułaskiego w Radomiu,80+,,2022,0.18333333333333335,0.18333333333333335,61.22,61.22,44.995333333333335,47.88367671263977,13.89375,22.34844676786971,25.493571428571425,37.82890030048173,26.809999999999995,33.672444109520214,9.732,15.948346497984334,Uniwersytet Radomski
Wyższa Szkoła Humanitas w Sosnowcu,80+,,2022,0.375,0.375,68.23,68.23,40.51933333333333,43.12035302798115,0.0,0.0,14.126428571428573,20.961647508969413,9.695,12.176588796784726,27.53533333333333,45.123616619142815,
Akademia Humanistyczno-Ekonomiczna w Łodzi,91+,,2022,1.0916666666666668,1.0916666666666668,75.67,75.67,3.5346666666666673,3.76156422044384,0.92,1.4798431687946114,14.810357142857143,21.976502011160754,6.514999999999999,8.182617432805825,12.262666666666666,20.09548468858226,
Akademia im. Jakuba z Paradyża w Gorzowie Wielkopolskim,91+,,2022,0.19999999999999998,0.2,55.79999999999999,55.79999999999999,37.63466666666667,40.05051365003689,3.22125,5.181461747260481,5.093214285714287,7.557618828068281,29.53,37.08867118814368,3.300666666666666,5.40897818273191,
PWSZ im. Pr. S. Wojciechowskiego w Kaliszu,91+,,2022,0.17500000000000002,0.175,59.91,59.91,8.376,8.913672739656052,0.5249999999999999,0.8444757213230119,7.156428571428571,10.619140738856474,20.03,25.15699572971615,3.9013333333333335,6.393322626812188,
Szkoła Główna Służby Pożarniczej,91+,,2022,0.5166666666666667,0.5166666666666667,86.0,86.0,27.866666666666667,29.65548555536636,7.60625,12.23484467678697,21.556785714285713,31.98725999883411,16.24,20.396885204722427,2.716,4.450853790436237,
Wyższa Szkoła Bankowa w Gdańsku,91+,,2022,0.7416666666666667,0.7416666666666667,62.919999999999995,62.91999999999999,37.489333333333335,39.89585106986775,0.0,0.0,6.663214285714287,9.887279606988985,6.65,8.352172820899272,9.996,16.38097735243027,
Wyższa Szkoła Bankowa we Wrocławiu,91+,,2022,1.3916666666666666,1.3916666666666666,71.71,71.71,28.383333333333333,30.205318122481412,0.0,0.0,3.763214285714286,5.584084537645009,3.3,4.1446872645064055,13.166,21.5758251122546,
Uniwersytet Jagielloński w Krakowie,1=,100.0,2023,100.0,100.0,48.98,48.98,75.62400000000001,90.63496248711617,37.7175,58.38170420246111,57.91035714285714,82.2569435637286,66.295,80.08093253608746,36.01133333333334,68.39759417537196,
Uniwersytet Warszawski,1=,99.6,2023,97.82666666666667,97.82666666666665,57.32,57.32,79.6,95.40017737721419,30.13,46.63725717823698,48.90607142857142,69.46708941027266,82.785,100.0,35.32933333333334,67.102247546692,
Politechnika Warszawska,3,88.0,2023,55.574999999999996,55.575,75.64,75.64,67.344,80.71142644838082,35.947500000000005,55.641978175063855,51.57,73.25098287888396,53.625,64.7762275774597,31.162,59.187084520417855,Politechnika Warszawska
Uniwersytet im. Adama Mickiewicza w Poznaniu,4=,83.6,2023,53.36833333333333,53.36833333333333,43.68,43.68,76.31400000000001,91.46192382367745,26.065,40.34517452209581,51.085,72.56207989854154,65.095,78.63139457631213,30.485333333333333,57.901867679645456,
Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,4=,83.1,2023,48.745000000000005,48.745,61.330000000000005,61.33000000000001,65.59333333333333,78.61326174325046,37.3625,57.83221112916956,52.78285714285715,74.97374762206722,59.36500000000001,71.709850818385,23.296666666666667,44.248179803735354,AGH
Politechnika Gdańska,6,80.9,2023,27.873333333333335,27.873333333333335,60.59,60.59,78.42333333333333,93.98994862452757,64.605,100.0,46.18785714285713,65.60608750792645,42.815,51.71830645648367,28.008000000000003,53.1965811965812,Politechnika Gdanska
Warszawski Uniwersytet Medyczny,7,75.2,2023,18.916666666666668,18.916666666666668,77.37,77.37,62.666666666666664,75.10566728189391,18.902500000000003,29.258571318009448,55.550000000000004,78.90424857324034,43.035000000000004,51.984055082442474,21.023333333333333,39.93035770813549,
Politechnika Wrocławska,8,74.2,2023,38.23166666666666,38.23166666666666,60.65,60.65,72.06066666666666,86.36432640603401,29.93,46.327683615819204,40.503928571428574,57.53253012048194,44.035,53.192003382255244,26.932,51.15289648622982,Politechnika Wroclawska
